Ano,UF,Capital,RM_RIDE,V2007,VD4016,VD4017,V5002A,V5002A2,V2010,VD3002,VD4002,V1032,V2009
2017,31,NA,NA,1,NA,NA,2,NA,4,NA,NA,662.4660183,0
2017,21,NA,NA,2,NA,NA,2,NA,4,6,NA,132.77586255,46
2017,43,43,43,1,NA,NA,2,NA,1,5,NA,431.16857225,72
2017,26,NA,NA,1,NA,NA,2,NA,1,2,NA,272.87084353,9
2017,26,NA,NA,1,NA,NA,2,NA,4,2,NA,539.06676835,9
2017,52,NA,NA,2,NA,NA,2,NA,1,11,2,162.35791049,22
2017,43,NA,NA,2,1600,1600,2,NA,1,5,1,669.76918752,44
2017,21,21,21,1,400,400,2,NA,4,5,1,247.00840066,14
2017,23,NA,NA,2,NA,NA,1,120,4,5,NA,412.40166214,38
2017,43,NA,NA,1,1800,2500,2,NA,1,13,1,696.65287299,40
2017,35,NA,NA,2,NA,NA,2,NA,1,NA,NA,1437.03164042,4
2017,17,NA,NA,2,NA,NA,2,NA,1,1,NA,136.28663482,8
2017,52,NA,52,2,NA,NA,2,NA,4,2,NA,749.76783003,64
2017,26,NA,NA,2,NA,NA,2,NA,4,0,NA,49.8038553,55
2017,43,NA,NA,2,NA,NA,2,NA,1,11,NA,332.79348617,34
2017,42,NA,NA,1,NA,NA,2,NA,1,NA,NA,250.25250115,4
2017,32,NA,32,2,1000,1000,2,NA,4,11,1,437.84212994,29
2017,29,NA,NA,1,937,937,2,NA,4,11,1,1177.56462976,23
2017,26,NA,NA,2,NA,NA,1,120,4,10,NA,299.45369227,26
2017,41,NA,NA,2,NA,NA,2,NA,1,3,NA,964.25444229,10
2017,13,13,13,1,NA,NA,2,NA,4,6,NA,748.43238931,55
2017,13,13,13,1,1700,1700,2,NA,1,11,1,376.29912396,23
2017,41,NA,NA,2,1100,1100,2,NA,1,11,1,188.16427307,24
2017,35,NA,NA,2,NA,NA,2,NA,1,10,2,1632.75552742,17
2017,29,29,29,1,3700,4200,2,NA,4,15,1,668.00429181,60
2017,22,NA,NA,1,NA,NA,2,NA,4,0,NA,232.17134137,5
2017,14,14,NA,2,120,120,2,NA,2,4,1,36.79812585,47
2017,33,33,33,1,NA,NA,2,NA,4,2,NA,218.38403238,9
2017,28,NA,NA,1,1300,1300,2,NA,4,11,1,225.34418253,24
2017,12,12,NA,2,NA,NA,2,NA,4,3,NA,94.59011275,10
2017,33,33,33,2,1000,1000,2,NA,4,15,1,706.46354286,45
2017,26,NA,NA,2,NA,NA,2,NA,4,0,NA,659.70060472,66
2017,35,35,35,1,5000,5000,2,NA,3,15,1,2165.36794939,44
2017,52,NA,NA,1,4000,4000,2,NA,4,2,1,99.53648016,53
2017,42,NA,42,2,NA,NA,2,NA,1,0,NA,541.1197143,5
2017,26,NA,26,1,NA,NA,2,NA,4,0,NA,1502.17254364,7
2017,50,50,NA,1,NA,NA,2,NA,4,NA,NA,213.19400824,3
2017,41,NA,NA,2,NA,NA,2,NA,1,3,NA,560.00408416,80
2017,53,53,NA,2,3000,3000,2,NA,2,11,1,441.23105365,40
2017,42,NA,42,1,1500,1500,2,NA,1,15,1,336.11457878,28
2017,27,NA,NA,2,NA,NA,2,NA,4,8,NA,231.19232914,15
2017,21,NA,NA,2,NA,NA,2,NA,4,6,NA,297.36656112,72
2017,31,NA,NA,1,2600,2600,2,NA,4,8,1,943.87472393,35
2017,35,NA,NA,1,NA,NA,2,NA,1,4,NA,1204.52518348,86
2017,26,NA,26,1,1000,1000,2,NA,4,11,1,531.29532745,36
2017,17,17,NA,1,3000,3000,2,NA,4,15,1,151.2227141,55
2017,53,53,NA,1,NA,NA,2,NA,4,2,NA,377.89756177,9
2017,26,NA,NA,2,NA,NA,2,NA,2,3,NA,541.84964876,16
2017,25,NA,NA,1,NA,NA,2,NA,4,6,NA,146.50831869,15
2017,33,NA,33,2,NA,NA,2,NA,1,4,NA,791.37996701,11
2017,35,NA,NA,2,NA,NA,2,NA,1,3,NA,1590.35629925,69
2017,23,NA,NA,1,NA,NA,2,NA,1,NA,NA,363.35513137,2
2017,35,NA,35,1,NA,NA,2,NA,2,0,NA,939.54890401,6
2017,31,NA,NA,2,NA,NA,2,NA,4,1,NA,869.21516935,61
2017,41,NA,NA,2,NA,NA,2,NA,1,1,NA,716.90598649,8
2017,23,NA,NA,1,300,300,2,NA,4,10,1,364.8039433,22
2017,42,NA,NA,2,937,937,2,NA,1,8,1,313.85806515,57
2017,50,NA,NA,2,1700,3200,2,NA,4,11,1,440.53484554,42
2017,33,NA,NA,1,NA,NA,2,NA,1,0,NA,578.37373907,6
2017,43,NA,NA,2,NA,NA,2,NA,1,6,NA,491.49604258,13
2017,23,NA,23,2,NA,NA,2,NA,1,7,2,338.95056701,46
2017,43,43,43,1,1680,1600,2,NA,2,8,1,310.07964364,59
2017,42,NA,NA,1,1200,1200,2,NA,1,8,1,251.5395411,21
2017,12,12,NA,2,NA,NA,2,NA,4,2,NA,77.28215711,8
2017,52,NA,52,2,NA,NA,2,NA,2,0,NA,785.43923505,9
2017,24,NA,NA,1,NA,NA,2,NA,1,11,NA,279.35149045000003,53
2017,31,NA,NA,2,NA,NA,2,NA,4,9,NA,205.62244078,48
2017,26,NA,NA,1,NA,NA,2,NA,4,11,1,311.37852871,25
2017,31,31,31,1,2000,2000,2,NA,1,15,1,551.87682782,41
2017,15,NA,NA,2,NA,NA,1,397,4,8,1,292.19685349,37
2017,35,NA,NA,1,NA,NA,2,NA,1,1,NA,1527.47494092,8
2017,32,NA,NA,2,NA,NA,2,NA,4,0,NA,225.35828137,76
2017,15,NA,NA,1,NA,NA,2,NA,4,11,NA,296.30651551,19
2017,35,NA,NA,2,935,935,2,NA,1,15,1,1582.89910189,52
2017,41,NA,NA,1,600,600,2,NA,1,2,1,240.06031358,52
2017,52,NA,NA,2,NA,NA,2,NA,4,NA,NA,301.74727982,2
2017,23,23,23,1,1000,1000,2,NA,4,9,1,395.68504927,36
2017,31,NA,NA,1,1200,1200,2,NA,4,8,1,228.14407222,54
2017,51,NA,NA,1,937,937,2,NA,1,11,1,334.50917374,20
2017,53,53,NA,2,5000,6500,2,NA,1,15,1,640.85469342,31
2017,35,NA,NA,1,1200,3600,2,NA,2,3,1,111.96713727,26
2017,14,14,NA,2,NA,NA,2,NA,1,10,1,79.36674833,16
2017,23,NA,23,2,NA,NA,2,NA,5,11,2,212.26036657,21
2017,16,NA,16,2,800,800,1,287,4,8,1,277.44347735,36
2017,26,NA,NA,2,NA,NA,2,NA,4,1,NA,333.17674967,8
2017,17,NA,NA,1,1500,1500,2,NA,4,4,1,251.29352356,39
2017,21,NA,NA,2,937,937,1,154,4,11,1,432.87399858,34
2017,33,NA,NA,1,NA,NA,2,NA,1,NA,NA,561.00652987,2
2017,29,NA,NA,1,NA,NA,2,NA,4,0,NA,545.75309660999994,5
2017,41,NA,NA,2,NA,NA,2,NA,5,3,NA,599.54683871,77
2017,21,NA,21,1,NA,NA,2,NA,1,0,NA,59.3102969,19
2017,17,NA,NA,1,NA,NA,2,NA,4,0,NA,211.15920539,73
2017,52,NA,NA,1,3000,4874,2,NA,4,8,1,136.05823976,31
2017,29,NA,NA,1,NA,NA,2,NA,4,0,NA,1773.1249633,84
2017,21,NA,NA,2,NA,NA,2,NA,4,4,NA,133.71668364,10
2017,33,NA,NA,2,NA,NA,1,85,2,9,2,598.05793652,21
2017,32,NA,NA,1,937,937,2,NA,2,11,1,269.88387236,19
2017,25,25,25,1,12000,12000,2,NA,4,15,1,293.65113439,60
2017,33,NA,NA,2,1400,1400,2,NA,1,15,1,869.54092101,42
2017,32,NA,32,1,2500,2500,2,NA,1,15,1,243.01457878,45
2017,17,NA,NA,1,NA,NA,2,NA,2,0,NA,287.39799995,6
2017,52,NA,NA,1,NA,NA,2,NA,4,0,NA,223.8919749,80
2017,21,NA,NA,2,NA,NA,2,NA,2,3,NA,261.56479981,10
2017,50,NA,NA,1,NA,NA,2,NA,4,1,NA,385.04332504,54
2017,31,NA,31,2,4000,4900,2,NA,1,15,1,824.83623477,48
2017,21,NA,NA,1,NA,NA,2,NA,4,1,NA,126.79918546,8
2017,31,NA,NA,2,240,240,2,NA,4,9,1,67.9407659,16
2017,43,43,43,2,NA,NA,2,NA,1,15,NA,295.37323167,58
2017,13,NA,NA,1,NA,NA,1,120,4,9,NA,246.39149709,15
2017,50,50,NA,1,1200,1200,2,NA,4,7,1,356.63362915,21
2017,12,12,NA,2,4000,4000,2,NA,4,15,1,125.54009801,40
2017,17,NA,NA,1,1200,1200,2,NA,1,9,1,417.63299623,21
2017,52,NA,NA,1,9000,16000,2,NA,4,13,1,512.33697894,42
2017,25,NA,NA,2,NA,NA,2,NA,1,0,NA,249.70593487,68
2017,25,NA,NA,1,3800,3800,2,NA,4,15,1,225.99923179,49
2017,22,NA,22,2,3700,3700,2,NA,1,15,1,138.11296558,42
2017,23,NA,23,2,900,900,1,112,4,5,1,1854.56547039,36
2017,15,NA,NA,2,937,937,1,300,1,5,1,607.13903078,33
2017,26,NA,NA,2,NA,NA,1,160,4,5,2,948.08986594,30
2017,43,NA,NA,1,NA,NA,2,NA,1,0,NA,1001.20284691,31
2017,26,NA,NA,2,NA,NA,2,NA,4,11,2,668.4882497,25
2017,29,NA,29,2,NA,NA,2,NA,2,2,NA,829.47743516,11
2017,28,NA,NA,2,NA,NA,2,NA,4,0,NA,444.5314352,7
2017,24,NA,NA,2,NA,NA,2,NA,4,8,NA,406.08855826,15
2017,13,13,13,1,NA,NA,2,NA,1,NA,NA,163.72336223,4
2017,26,NA,26,2,450,450,1,85,4,12,1,820.17480035,48
2017,22,NA,NA,1,540,360,2,NA,4,9,1,262.83721296,23
2017,31,NA,NA,1,NA,NA,2,NA,4,2,NA,109.26461531,9
2017,11,NA,NA,2,NA,NA,2,NA,1,NA,NA,173.47941477,2
2017,52,NA,NA,1,NA,NA,2,NA,4,4,NA,533.5689473,13
2017,26,26,26,1,NA,NA,2,NA,1,NA,NA,514.14054234,0
2017,21,NA,NA,1,NA,NA,2,NA,4,NA,NA,54.46124864,3
2017,51,NA,51,2,NA,NA,2,NA,1,4,NA,161.15066762,11
2017,33,NA,33,2,NA,NA,2,NA,4,4,NA,364.21311266,63
2017,32,NA,NA,1,1200,1200,2,NA,1,7,1,229.50844769,35
2017,33,NA,NA,2,1200,1200,2,NA,4,11,1,670.6797533,25
2017,21,NA,NA,2,1400,1400,2,NA,2,14,1,134.1390243,37
2017,53,53,NA,1,NA,NA,2,NA,1,0,NA,330.54531783,68
2017,32,NA,32,1,2000,2000,2,NA,1,4,1,138.69926617,42
2017,27,NA,NA,1,NA,NA,2,NA,4,8,NA,184.41786114,16
2017,33,NA,33,2,1100,1100,2,NA,2,11,1,418.95130371,57
2017,31,31,31,1,NA,NA,2,NA,1,13,2,569.18386991,24
2017,21,NA,NA,1,1405,1405,2,NA,4,11,1,242.89436058,31
2017,41,NA,NA,1,NA,NA,2,NA,1,0,NA,169.94762684,6
2017,23,NA,NA,2,NA,NA,2,NA,1,7,NA,215.01084122,15
2017,16,16,16,2,NA,NA,2,NA,4,11,NA,170.83879128,61
2017,27,27,27,1,NA,NA,2,NA,4,6,NA,162.92445475,14
2017,22,NA,NA,2,NA,NA,2,NA,4,4,NA,477.86253129,38
2017,31,NA,NA,1,15000,12000,2,NA,1,4,1,193.88325768,52
2017,32,NA,32,2,NA,NA,2,NA,4,0,NA,267.73404762,70
2017,28,NA,NA,2,937,937,1,45,1,11,1,234.83683962,44
2017,50,NA,NA,2,100,100,2,NA,1,11,1,232.76229931,21
2017,11,NA,NA,1,NA,NA,2,NA,1,0,NA,154.25329917,68
2017,15,NA,NA,2,NA,NA,1,187,2,11,NA,854.93478057,39
2017,26,NA,NA,1,NA,NA,2,NA,4,3,2,684.19919802,62
2017,29,29,29,2,3900,3900,2,NA,2,15,1,881.6793762,32
2017,43,NA,NA,1,5000,5000,2,NA,1,11,1,337.50819704,42
2017,32,NA,NA,2,937,937,2,NA,1,11,1,131.69156957,19
2017,23,NA,23,2,NA,NA,2,NA,4,0,NA,235.8380972,6
2017,25,NA,25,1,NA,NA,2,NA,1,11,2,289.56750221,18
2017,33,NA,NA,2,NA,NA,2,NA,4,0,NA,296.94390522,6
2017,31,NA,NA,1,1300,1300,2,NA,1,7,1,1692.50645673,32
2017,43,NA,NA,2,NA,NA,2,NA,4,NA,NA,166.50053842,2
2017,52,NA,NA,2,NA,NA,2,NA,4,11,NA,785.48109857,18
2017,25,NA,NA,2,NA,NA,1,39,4,8,2,626.45311308,46
2017,32,NA,NA,1,NA,NA,2,NA,1,3,NA,273.37539856,10
2017,12,12,NA,1,1700,1700,2,NA,4,11,1,48.61493689,31
2017,17,17,NA,1,NA,NA,2,NA,4,11,2,197.13841034,55
2017,26,NA,NA,1,3500,3500,2,NA,4,11,1,809.67275932,65
2017,28,NA,NA,2,NA,NA,1,208,4,8,1,199.10792556,39
2017,29,NA,NA,2,NA,NA,2,NA,2,0,NA,1002.85796466,56
2017,21,21,21,2,NA,NA,2,NA,4,1,NA,287.22147129,7
2017,32,NA,NA,2,NA,NA,2,NA,2,0,NA,152.21680956,69
2017,31,NA,NA,1,1000,800,2,NA,1,4,1,205.21632324,40
2017,21,21,21,2,NA,NA,2,NA,4,0,NA,291.96060287,13
2017,42,NA,NA,2,NA,NA,2,NA,1,9,NA,512.52152114,35
2017,35,35,35,1,937,1200,2,NA,1,10,1,281.60123123,53
2017,31,NA,NA,2,937,937,2,NA,4,11,1,195.09883861,50
2017,23,NA,NA,1,700,700,2,NA,4,2,1,334.37658116,49
2017,31,NA,NA,2,NA,NA,2,NA,4,11,2,364.9471452,20
2017,15,NA,NA,1,NA,NA,2,NA,1,11,2,1221.60097824,33
2017,15,NA,NA,2,NA,NA,2,NA,4,NA,NA,716.60811491,3
2017,15,NA,NA,1,NA,NA,2,NA,4,NA,NA,1332.57022543,1
2017,23,NA,NA,1,NA,NA,1,75,4,4,NA,306.80167377,11
2017,53,53,NA,2,1500,1500,2,NA,4,5,1,403.92478429,60
2017,21,NA,NA,1,NA,NA,2,NA,4,NA,NA,94.00897203,3
2017,33,33,33,1,2000,2000,2,NA,4,11,1,1279.54344437,34
2017,52,52,52,2,NA,NA,2,NA,1,11,NA,252.11407158,18
2017,51,51,51,2,NA,NA,2,NA,4,2,NA,198.61619328,65
2017,33,33,33,2,1200,1200,2,NA,2,11,1,523.47182447,31
2017,50,NA,NA,2,4000,4000,2,NA,1,15,1,67.57736958,24
2017,24,NA,NA,2,500,500,1,164,2,0,1,231.42919484,42
2017,35,NA,NA,1,5900,5900,2,NA,1,15,1,1029.33910184,51
2017,41,NA,NA,1,NA,NA,2,NA,4,7,NA,363.11165972,15
2017,32,NA,32,2,NA,NA,2,NA,4,NA,NA,161.3066875,2
2017,23,NA,NA,1,NA,NA,1,136,4,1,NA,288.19615042,8
2017,24,NA,NA,1,5000,5000,2,NA,1,0,1,158.84819424,54
2017,23,NA,NA,1,3000,3000,2,NA,4,11,1,425.13347895,39
2017,29,NA,NA,2,NA,NA,1,190,4,11,NA,450.72931021,33
2017,29,NA,NA,1,NA,NA,2,NA,4,4,NA,337.08295903,17
2017,24,24,24,2,200,0,2,NA,4,8,1,170.99462619,35
2017,22,NA,NA,1,800,1100,2,NA,4,11,1,387.54428435,32
2017,27,27,27,2,2200,2200,2,NA,2,11,1,193.14090665,53
2017,16,NA,16,2,NA,NA,2,NA,4,9,NA,159.48401033,16
2017,42,NA,42,1,NA,NA,2,NA,4,12,2,543.48071039,25
2017,41,41,41,2,2000,2000,2,NA,1,15,1,653.05357211,32
2017,27,27,27,2,937,937,2,NA,4,4,1,233.50854316,37
2017,26,NA,NA,1,NA,NA,2,NA,1,10,NA,604.76105949,17
2017,21,NA,NA,2,NA,NA,2,NA,4,7,NA,168.31800708,15
2017,31,NA,NA,1,NA,NA,2,NA,1,7,NA,737.48142212,16
2017,11,NA,NA,1,1500,1500,2,NA,4,11,1,211.90139732,37
2017,25,25,25,2,NA,NA,1,193,4,9,2,276.1898365,26
2017,12,12,NA,1,NA,NA,2,NA,4,0,NA,159.19640667,21
2017,27,NA,NA,2,NA,NA,2,NA,4,0,NA,353.55218116,48
2017,21,NA,NA,2,NA,NA,2,NA,4,0,NA,167.53685716,56
2017,41,NA,NA,2,NA,NA,2,NA,1,13,NA,577.31723656,24
2017,52,NA,NA,1,NA,NA,2,NA,4,5,NA,116.59870931,13
2017,12,12,NA,2,3000,3000,2,NA,4,15,1,112.15380768,58
2017,52,52,52,1,937,937,2,NA,4,4,1,412.50490885,37
2017,11,NA,NA,2,NA,NA,2,NA,4,4,NA,230.43459021,29
2017,25,NA,NA,2,1500,1500,2,NA,1,15,1,264.67067318,22
2017,27,27,27,1,NA,NA,2,NA,4,9,NA,210.45535917,16
2017,16,NA,16,2,NA,NA,2,NA,4,7,NA,151.77213899,49
2017,15,NA,NA,1,NA,NA,2,NA,4,4,NA,629.49412803,13
2017,41,NA,NA,1,3000,3000,2,NA,3,15,1,575.38215362,37
2017,43,NA,43,2,NA,NA,2,NA,1,5,NA,668.7040949,53
2017,11,NA,NA,1,NA,NA,2,NA,4,NA,NA,255.8542779,0
2017,35,NA,NA,1,1800,1800,2,NA,1,11,1,2765.38062891,36
2017,15,NA,NA,1,937,937,2,NA,1,10,1,847.64686194,34
2017,24,NA,NA,1,300,300,2,NA,4,8,1,352.30305986,30
2017,24,NA,24,2,3000,3000,2,NA,1,13,1,1339.27102306,58
2017,52,NA,NA,1,2800,1800,2,NA,4,11,1,837.35268605,45
2017,43,NA,NA,2,NA,NA,2,NA,4,4,NA,478.20240399,63
2017,41,NA,NA,2,NA,NA,2,NA,1,5,NA,193.0132683,47
2017,24,NA,NA,2,937,1249,2,NA,2,11,1,189.0296808,42
2017,42,NA,NA,2,1350,1350,2,NA,1,11,1,214.43922047,23
2017,21,NA,NA,1,400,500,2,NA,1,0,1,66.43827351,49
2017,32,32,32,2,NA,NA,2,NA,4,13,NA,105.4017427,66
2017,42,NA,NA,1,NA,NA,2,NA,1,4,NA,261.49947015,77
2017,14,14,NA,2,NA,NA,2,NA,4,10,NA,85.99335132,17
2017,21,NA,NA,1,200,250,1,241,4,5,1,100.18093437,25
2017,33,33,33,2,1000,1000,2,NA,1,11,1,447.25541914,41
2017,27,NA,NA,2,NA,NA,1,245,4,7,2,186.10813575,29
2017,21,NA,21,1,500,500,2,NA,2,0,1,153.59211022,49
2017,52,NA,NA,2,937,937,2,NA,1,11,1,827.77415102,38
2017,31,NA,NA,2,NA,NA,2,NA,1,12,NA,443.92749278,22
2017,26,NA,NA,2,NA,NA,2,NA,4,6,NA,248.55388591,26
2017,23,23,23,2,NA,NA,1,120,1,4,NA,337.39498945,77
2017,35,NA,NA,2,NA,NA,2,NA,1,8,NA,48.17128291,22
2017,35,NA,NA,1,NA,NA,2,NA,1,3,NA,135.83978535,71
